name,fight_record,nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,timestamp
Jeremy May,13-10-0 (1 NC),,"6'1""",185lbs.,--,,"Oct23,1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jack May,9-3-0,The Outlaw,"6'8""",255lbs.,--,Switch,"Apr14,1981",1.52,38%,3.29,33%,0.91,33%,20%,0.0,2025-07-24 10:17:07.375392
Don'Tale Mayes,11-9-0 (1 NC),Lord Kong,"6'6""",260lbs.,"81""",Orthodox,"Jan16,1992",3.22,43%,3.61,46%,0.59,38%,46%,0.0,2025-07-24 10:17:07.375392
Gray Maynard,13-7-1 (1 NC),,"5'9""",155lbs.,"70""",Orthodox,"May09,1979",1.92,32%,2.64,66%,2.91,47%,81%,0.7,2025-07-24 10:17:07.375392
Brooke Mayo,0-1-0,The Bully,"5'7""",125lbs.,--,,--,1.92,34%,3.20,63%,3.20,60%,0%,2.1,2025-07-24 10:17:07.375392
Gina Mazany,7-6-0,Danger,"5'6""",125lbs.,"68""",Southpaw,"Aug19,1988",3.73,50%,3.52,50%,4.34,52%,33%,0.2,2025-07-24 10:17:07.375392
Sabina Mazo,9-4-0,Colombian Queen,"5'7""",125lbs.,"70""",Orthodox,"Mar25,1997",6.10,43%,4.35,57%,0.65,80%,59%,0.2,2025-07-24 10:17:07.375392
Francesco Mazzeo,4-1-0,,"6'3""",205lbs.,"75""",Orthodox,"Sep23,1997",1.83,44%,0.75,65%,3.23,50%,0%,0.0,2025-07-24 10:17:07.375392
Scott McAfee,14-7-0,,"5'8""",155lbs.,--,Orthodox,"Aug23,1983",0.00,0%,1.33,50%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Bobby McAndrews,1-3-0,,--,--,--,Orthodox,--,2.56,83%,1.03,50%,0.00,0%,33%,7.7,2025-07-24 10:17:07.375392
Michael McBride,8-3-0,,"6'1""",155lbs.,--,Orthodox,"Mar09,1986",4.08,48%,5.85,40%,1.85,42%,30%,1.2,2025-07-24 10:17:07.375392
Ian McCall,13-5-1,Uncle Creepy,"5'5""",125lbs.,"64""",Orthodox,"May07,1984",3.59,39%,3.25,67%,2.08,30%,88%,0.0,2025-07-24 10:17:07.375392
Molly McCann,14-8-0,Meatball,"5'4""",115lbs.,"62""",Orthodox,"May04,1990",5.28,49%,4.65,62%,1.78,36%,38%,0.5,2025-07-24 10:17:07.375392
Charles McCarthy,10-5-0,Chainsaw,"5'10""",185lbs.,"71""",Orthodox,"Aug06,1980",0.18,12%,4.03,56%,2.67,60%,0%,2.7,2025-07-24 10:17:07.375392
Eric McConico,9-3-1,,"6'0""",185lbs.,"77""",Southpaw,"May09,1990",0.90,38%,3.60,52%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Sean McCorkle,17-7-0,,"6'7""",265lbs.,"81""",Orthodox,"Jul17,1976",0.85,44%,2.48,52%,2.12,40%,33%,4.2,2025-07-24 10:17:07.375392
Danni McCormack,9-2-0,Mac,"5'4""",125lbs.,"62""",Southpaw,"Mar15,1990",6.93,51%,4.53,60%,6.00,42%,50%,2.0,2025-07-24 10:17:07.375392
Paddy McCorry,6-1-0,,--,185lbs.,--,,"Dec09,1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Kris McCray,8-5-0,Savage,"6'0""",170lbs.,"76""",Orthodox,"Sep24,1981",2.69,45%,2.57,54%,2.88,55%,38%,0.0,2025-07-24 10:17:07.375392
Tamdan McCrory,14-5-0,The Barncat,"6'4""",185lbs.,"76""",Switch,"Nov05,1986",2.07,49%,1.60,46%,2.28,50%,33%,2.5,2025-07-24 10:17:07.375392
Rob McCullough,19-8-0,Razor,"5'9""",155lbs.,"69""",Orthodox,"May26,1977",2.47,36%,2.84,59%,0.46,100%,68%,0.0,2025-07-24 10:17:07.375392
Justin McCully,11-5-2,The Insane One,"6'1""",225lbs.,"73""",Orthodox,"Feb18,1976",1.58,37%,2.02,46%,1.28,44%,43%,0.0,2025-07-24 10:17:07.375392
Robert McDaniel,28-10-0,Bubba,"6'3""",185lbs.,"75""",Southpaw,"May03,1983",1.64,44%,1.98,56%,0.93,50%,50%,1.4,2025-07-24 10:17:07.375392
Michael McDonald,1-1-0,The Black Sniper,"5'11""",205lbs.,--,Orthodox,"Feb06,1965",0.00,0%,0.40,50%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Scott McDonald,1-0-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Michael McDonald,17-4-0,Mayday,"5'9""",135lbs.,"70""",Orthodox,"Jan15,1991",2.69,42%,2.76,57%,1.09,66%,52%,1.4,2025-07-24 10:17:07.375392
Josh McDonald,9-5-0 (1 NC),,--,185lbs.,--,,--,0.80,57%,3.40,33%,9.00,50%,0%,0.0,2025-07-24 10:17:07.375392
Miles McDonald,2-1-0,,"5'7""",115lbs.,--,,"Aug13,1991",5.10,45%,4.00,43%,0.00,0%,100%,1.0,2025-07-24 10:17:07.375392
Justin McElfresh,6-4-0,,"6'6""",205lbs.,--,Orthodox,"Jan04,1980",4.59,26%,12.79,41%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Drew McFedries,12-7-0,The Massacre,"6'0""",185lbs.,"72""",Southpaw,"Jul27,1978",5.13,51%,4.56,52%,1.42,100%,56%,0.7,2025-07-24 10:17:07.375392
Liam McGeary,12-2-0,,"6'6""",205lbs.,--,,"Oct04,1982",1.28,48%,1.92,50%,0.51,100%,0%,2.5,2025-07-24 10:17:07.375392
Gan McGee,13-5-0,The Giant,"6'10""",265lbs.,--,Orthodox,"Nov20,1976",2.20,29%,2.31,59%,0.65,25%,83%,0.0,2025-07-24 10:17:07.375392
Court McGee,23-14-0,The Crusher,"5'11""",170lbs.,"75""",Orthodox,"Dec12,1984",4.50,36%,3.65,60%,1.78,24%,70%,0.5,2025-07-24 10:17:07.375392
Marcus McGhee,10-1-0,The Maniac,"5'8""",135lbs.,"69""",Orthodox,"May07,1990",6.06,48%,2.83,64%,0.46,33%,100%,0.5,2025-07-24 10:17:07.375392
Ryan McGillivray,12-0-1,The Kid,"5'11""",170lbs.,--,,"Sep27,1986",1.27,20%,2.20,52%,0.00,0%,44%,0.0,2025-07-24 10:17:07.375392
Ryan McGivern,13-7-0,,"6'0""",185lbs.,--,Orthodox,"Jan17,1980",2.22,29%,2.22,57%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jack McGlaughlin,1-4-0,,--,--,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Conor McGregor,22-6-0,The Notorious,"5'9""",155lbs.,"74""",Southpaw,"Jul14,1988",5.32,49%,4.66,54%,0.67,55%,66%,0.1,2025-07-24 10:17:07.375392
Greg McIntyre,6-4-0,,"5'10""",155lbs.,--,Orthodox,"Apr21,1980",0.79,30%,1.36,41%,5.09,50%,0%,0.0,2025-07-24 10:17:07.375392
Antonio McKee,29-6-2,Mandingo,"5'8""",155lbs.,--,Southpaw,"Mar12,1970",1.37,45%,0.74,74%,1.47,33%,57%,0.0,2025-07-24 10:17:07.375392
AJ McKee,8-0-0,Mercenary,"5'10""",145lbs.,--,,--,2.75,32%,0.92,80%,11.01,100%,100%,11.0,2025-07-24 10:17:07.375392
Rhys McKee,14-6-1,Skeletor,"6'2""",170lbs.,"78""",Orthodox,"Sep10,1995",5.16,44%,7.92,46%,0.00,0%,41%,0.0,2025-07-24 10:17:07.375392
Cory McKenna,8-4-0,Poppins,"5'3""",115lbs.,"58""",Orthodox,"Jul11,1999",2.94,38%,3.68,46%,2.00,47%,75%,0.4,2025-07-24 10:17:07.375392
Tim McKenzie,14-9-0,,"6'0""",185lbs.,"74""",Orthodox,"Jul21,1982",1.37,54%,2.96,44%,0.00,0%,28%,2.1,2025-07-24 10:17:07.375392
Cody McKenzie,16-10-0,,"6'0""",155lbs.,"72""",Switch,"Dec16,1987",1.74,34%,2.50,67%,2.50,25%,14%,2.5,2025-07-24 10:17:07.375392
Terrance McKinney,17-7-0,T. Wrecks,"5'10""",155lbs.,"73""",Switch,"Sep15,1994",5.78,56%,2.58,47%,3.59,40%,77%,2.2,2025-07-24 10:17:07.375392
Brian McLaughlin,6-2-0,,"5'9""",155lbs.,--,,"May12,1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jason McLean,6-7-0,,"5'5""",145lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Garreth McLellan,13-6-0,Soldier Boy,"6'1""",185lbs.,"72""",Southpaw,"Sep01,1982",3.56,54%,2.94,45%,1.15,22%,34%,0.9,2025-07-24 10:17:07.375392
Sara McMann,13-6-0,,"5'6""",135lbs.,"66""",Orthodox,"Sep24,1980",2.26,46%,1.92,47%,4.38,65%,50%,0.5,2025-07-24 10:17:07.375392
Tommy McMillen,6-0-0,Gun,--,145lbs.,--,,"Dec15,1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
James McSweeney,15-15-0,The Hammer,"6'4""",230lbs.,"77""",Switch,"Oct24,1980",3.94,55%,4.33,42%,0.52,33%,100%,1.1,2025-07-24 10:17:07.375392
Charles McTorry,3-0-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jackson McVey,6-1-0,The Moose,"6'4""",185lbs.,"77""",Southpaw,"Mar25,1999",1.12,26%,1.95,22%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Daniel McWilliams,15-37-0,The Animal,"6'1""",185lbs.,--,,--,3.36,77%,0.00,0%,0.00,0%,100%,21.6,2025-07-24 10:17:07.375392
Tim Means,33-17-1 (1 NC),The Dirty Bird,"6'2""",170lbs.,"75""",Orthodox,"Feb20,1984",5.04,49%,3.65,60%,1.14,40%,64%,0.2,2025-07-24 10:17:07.375392
Yancy Medeiros,15-8-0 (1 NC),,"5'10""",155lbs.,"75""",Orthodox,"Sep07,1987",4.36,37%,5.67,47%,0.33,50%,73%,0.7,2025-07-24 10:17:07.375392
Anistavio Medeiros,19-10-0,Gasparzinho,"5'6""",145lbs.,--,Orthodox,"May01,1988",3.64,44%,5.00,47%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Kaline Medeiros,8-5-0,The Dark Angel,"5'3""",115lbs.,--,,--,2.06,70%,0.29,83%,4.41,100%,0%,4.4,2025-07-24 10:17:07.375392
MarQuel Mederos,11-1-0,,"5'10""",155lbs.,"69""",Orthodox,"Nov30,1996",4.84,56%,2.99,58%,0.00,0%,83%,0.0,2025-07-24 10:17:07.375392
Uros Medic,10-3-0,The Doctor,"6'1""",170lbs.,"71""",Southpaw,"Apr25,1993",5.49,60%,3.46,56%,0.37,50%,55%,0.0,2025-07-24 10:17:07.375392
Todd Medina,11-9-0 (1 NC),El Tiburon,"5'10""",193lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jason Medina,21-15-1,,"5'9""",180lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jose Daniel Medina,11-5-0,Chicho,"6'0""",185lbs.,"74""",Orthodox,"May17,1991",2.18,36%,5.25,47%,0.45,33%,31%,0.0,2025-07-24 10:17:07.375392
Emil Meek,9-5-1 (1 NC),Valhalla,"5'11""",170lbs.,"74""",Switch,"Aug20,1988",2.52,39%,2.53,38%,0.25,33%,47%,1.0,2025-07-24 10:17:07.375392
Sanford Alton Meeks,1-1-0,,"6'5""",265lbs.,"75""",Orthodox,"Apr05,1994",0.71,42%,4.47,38%,7.06,25%,0%,0.0,2025-07-24 10:17:07.375392
Gerald Meerschaert,37-19-0,GM3,"6'1""",185lbs.,"77""",Southpaw,"Dec18,1987",3.05,45%,3.43,53%,1.86,31%,42%,1.4,2025-07-24 10:17:07.375392
Frank Megallon,2-3-0,,"5'10""",185lbs.,--,Southpaw,--,1.14,21%,5.32,54%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Derrick Mehmen,19-9-0,Caveman,"6'4""",205lbs.,--,,"May30,1985",1.93,14%,4.53,48%,1.00,16%,0%,0.0,2025-07-24 10:17:07.375392
Miika Mehmet,3-5-0,,--,205lbs.,--,Orthodox,--,0.33,12%,7.29,24%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jordan Mein,31-12-0,Young Gun,"6'0""",170lbs.,"73""",Orthodox,"Oct10,1989",3.35,44%,2.55,69%,1.56,58%,66%,0.2,2025-07-24 10:17:07.375392
Bryce Mejia,3-1-0,,"6'1""",170lbs.,--,,--,3.49,62%,6.98,50%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Brian Melancon,7-3-0,,"5'8""",170lbs.,--,Orthodox,"May28,1982",4.18,49%,3.64,64%,2.02,100%,66%,0.0,2025-07-24 10:17:07.375392
Brandon Melendez,25-25-0,The Murderer,"5'11""",155lbs.,--,Southpaw,"Mar24,1983",0.84,26%,0.56,63%,0.00,0%,25%,0.0,2025-07-24 10:17:07.375392
Gilbert Melendez,22-8-0,El Nino,"5'9""",145lbs.,"73""",Orthodox,"Apr12,1982",3.44,33%,2.53,63%,1.64,41%,71%,0.2,2025-07-24 10:17:07.375392
Nair Melikyan,11-0-0,Ahalkalakski,"5'6""",155lbs.,--,,"Aug08,1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Marcelo Mello,1-0-0,,"5'7""",170lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Fabio Mello,11-8-0,,"5'5""",155lbs.,--,Southpaw,--,0.86,35%,3.94,50%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Vanessa Melo,11-8-0,,"5'5""",135lbs.,"65""",Orthodox,"Mar27,1988",3.48,30%,6.13,59%,0.00,0%,71%,0.0,2025-07-24 10:17:07.375392
Antonio Mendes,18-13-0,Samurai,"6'3""",205lbs.,"77""",Southpaw,"Apr19,1981",1.34,47%,6.85,22%,2.51,50%,100%,0.0,2025-07-24 10:17:07.375392
Chad Mendes,18-5-0,Money,"5'6""",145lbs.,"66""",Orthodox,"May01,1985",2.78,49%,2.35,67%,4.13,55%,100%,0.3,2025-07-24 10:17:07.375392
Augusto Mendes,6-2-0,Tanquinho,"5'6""",135lbs.,"65""",Orthodox,"Mar03,1983",2.42,34%,3.91,56%,1.75,33%,80%,0.0,2025-07-24 10:17:07.375392
Eddie Mendez,8-3-1 (1 NC),,"5'10""",185lbs.,--,,"Jan16,1984",1.71,33%,3.43,11%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Mateus Mendonca,10-3-0,Bocao,"5'6""",125lbs.,"71""",Orthodox,"Jan17,1999",1.66,40%,4.14,30%,2.54,27%,55%,0.4,2025-07-24 10:17:07.375392
Luis Mendoza,0-1-0,,--,155lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Pietro Menga,13-0-0,,"5'7""",125lbs.,"68""",Southpaw,"Feb15,1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Alonzo Menifield,17-5-1,Atomic,"6'0""",205lbs.,"76""",Orthodox,"Oct18,1987",3.79,53%,3.76,50%,0.50,31%,78%,0.2,2025-07-24 10:17:07.375392
Ivan Menjivar,25-12-0,The Pride of El Salvador,"5'6""",145lbs.,"64""",Orthodox,"May30,1982",2.78,37%,2.76,65%,0.56,28%,38%,1.0,2025-07-24 10:17:07.375392
Dave Menne,45-17-2,The Warrior,"5'10""",170lbs.,--,Orthodox,"Jul29,1974",1.84,44%,1.99,42%,0.46,50%,57%,2.5,2025-07-24 10:17:07.375392
Steve Mensing,9-13-2 (1 NC),The Machine,"5'11""",185lbs.,--,Orthodox,"Dec06,1977",0.00,0%,9.51,42%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Buck Meredith,3-3-0,,"6'2""",185lbs.,--,,"May17,1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Adam Meredith,5-3-0,,"6'2""",170lbs.,--,,--,2.63,50%,2.11,55%,7.89,100%,100%,7.9,2025-07-24 10:17:07.375392
Nick Meregali,0-0-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Joe Merritt,7-2-0,,"6'0""",170lbs.,--,Orthodox,"Mar07,1984",1.53,58%,0.73,66%,0.00,0%,68%,0.0,2025-07-24 10:17:07.375392
Jeremiah Metcalf,13-7-0,,"6'1""",185lbs.,--,Orthodox,--,1.74,59%,0.27,60%,4.02,66%,100%,2.0,2025-07-24 10:17:07.375392
Jonathan Meunier,8-1-0,District,"6'3""",170lbs.,--,Switch,"Aug04,1987",3.47,50%,1.43,69%,0.58,33%,58%,0.0,2025-07-24 10:17:07.375392
Yaotzin Meza,21-11-0 (1 NC),,"5'9""",145lbs.,"71""",Orthodox,"Feb04,1981",1.43,41%,1.62,64%,1.06,20%,18%,1.4,2025-07-24 10:17:07.375392
Guy Mezger,30-14-2,,"6'1""",200lbs.,--,Orthodox,"Jan01,1968",2.30,32%,1.36,72%,0.39,50%,88%,0.0,2025-07-24 10:17:07.375392
Jonathan Micallef,8-1-0,The Captain,"6'0""",170lbs.,"77""",Southpaw,"Mar05,1999",4.77,43%,4.00,58%,0.83,50%,50%,0.8,2025-07-24 10:17:07.375392
Brandon Michaels,4-14-0,,"5'9""",185lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Andreas Michailidis,13-6-0,The Spartan,"6'0""",170lbs.,"76""",Orthodox,"Jul18,1988",2.90,51%,3.57,44%,1.12,27%,50%,0.0,2025-07-24 10:17:07.375392
David Michaud,11-3-0,BullDawg,"5'9""",155lbs.,--,Orthodox,"Nov10,1988",3.25,43%,4.45,54%,2.53,58%,77%,0.7,2025-07-24 10:17:07.375392
Chris Mickle,30-21-2 (1 NC),,"5'9""",145lbs.,--,Orthodox,"Jul10,1983",3.03,27%,9.70,48%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Zachary Micklewright,15-3-0,,"6'0""",155lbs.,"74""",Southpaw,"Aug21,1976",5.56,53%,4.72,54%,0.70,12%,100%,0.0,2025-07-24 10:17:07.375392
Kristof Midoux,6-10-0,The Hurricane,"6'1""",220lbs.,--,Orthodox,"Jul30,1974",0.70,43%,2.89,49%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Keith Mielke,0-5-0,,"5'8""",185lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Chris Mierzwiak,5-3-0,,"6'1""",185lbs.,--,,"Feb14,1988",1.60,61%,1.73,48%,2.00,28%,0%,1.0,2025-07-24 10:17:07.375392
Gabriel Miglioli,9-9-0,Biel,"5'8""",170lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Bojan Mihajlovic,10-6-0,,"5'11""",205lbs.,"73""",Orthodox,"Mar30,1980",1.23,35%,5.95,47%,0.00,0%,33%,0.0,2025-07-24 10:17:07.375392
Billy Miles,2-2-0,The Kid,"5'10""",170lbs.,--,Orthodox,"Apr28,1978",0.00,0%,1.25,33%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Pat Miletich,29-7-2,The Croatian Sensation,"5'10""",170lbs.,--,Orthodox,"Mar09,1968",1.79,45%,1.66,63%,1.96,100%,54%,1.0,2025-07-24 10:17:07.375392
Curtis Millender,17-5-0,Curtious,"6'2""",170lbs.,"76""",Orthodox,"Dec01,1987",3.86,46%,2.95,61%,0.43,100%,57%,0.0,2025-07-24 10:17:07.375392
Phillip Miller,16-0-0,,"5'11""",185lbs.,--,Orthodox,"Feb20,1979",1.61,54%,1.93,50%,3.62,25%,100%,0.6,2025-07-24 10:17:07.375392
Jason Miller,23-10-0 (1 NC),Mayhem,"6'1""",185lbs.,--,Orthodox,"Dec24,1980",1.83,43%,2.30,49%,1.31,28%,43%,1.3,2025-07-24 10:17:07.375392
Dan Miller,14-8-0 (1 NC),,"6'1""",185lbs.,"74""",Orthodox,"Jun30,1981",2.03,36%,3.06,49%,1.67,54%,47%,1.8,2025-07-24 10:17:07.375392
Jim Miller,38-19-0 (1 NC),A-10,"5'8""",155lbs.,"71""",Southpaw,"Aug30,1983",2.92,42%,3.44,56%,1.50,45%,48%,1.7,2025-07-24 10:17:07.375392
Cole Miller,21-11-0 (1 NC),Magrinho,"6'1""",145lbs.,"73""",Orthodox,"Apr26,1984",3.00,33%,3.88,59%,0.60,36%,38%,1.8,2025-07-24 10:17:07.375392
Henry Miller,6-16-0 (1 NC),Sentoryu,"5'7""",270lbs.,--,Southpaw,"Jul16,1969",1.25,36%,2.16,54%,0.55,25%,60%,0.0,2025-07-24 10:17:07.375392
Micah Miller,20-8-0 (1 NC),Maverick,"6'0""",145lbs.,--,Orthodox,"Feb14,1987",1.33,33%,2.15,54%,0.98,37%,21%,2.0,2025-07-24 10:17:07.375392
Aaron Miller,14-10-0 (1 NC),Blood Spiller,"5'9""",145lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Mo Miller,6-0-0,Moshow,"5'8""",135lbs.,"72""",Orthodox,"Aug10,1992",1.87,45%,1.33,60%,4.00,80%,0%,0.0,2025-07-24 10:17:07.375392
Juliana Miller,5-3-0,Killer,"5'7""",125lbs.,"66""",Orthodox,"May07,1996",2.73,44%,3.78,36%,2.20,38%,44%,1.3,2025-07-24 10:17:07.375392
Ty Miller,5-0-0,,--,170lbs.,--,,"Jun04,2000",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Eddy Millis,0-2-0,,"6'1""",185lbs.,--,,--,0.00,0%,3.36,22%,0.00,0%,0%,7.2,2025-07-24 10:17:07.375392
Che Mills,16-10-0 (3 NC),Beautiful,"6'1""",170lbs.,"76""",Orthodox,"Sep29,1982",2.08,52%,2.87,43%,1.18,66%,58%,0.0,2025-07-24 10:17:07.375392
Adam Milstead,8-4-0,The Prototype,"6'3""",205lbs.,"76""",Orthodox,"Jul03,1987",3.85,46%,4.79,43%,0.00,0%,64%,0.0,2025-07-24 10:17:07.375392
Alberto Mina,13-1-0,Soldier of God,"6'0""",170lbs.,"77""",Orthodox,"May02,1982",3.23,38%,3.70,47%,1.85,20%,50%,0.0,2025-07-24 10:17:07.375392
Vitaly Minakov,20-0-0,,"6'2""",249lbs.,--,,"Feb06,1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Darrick Minner,26-14-0,,"5'7""",145lbs.,"69""",Orthodox,"Apr28,1990",2.63,65%,2.28,35%,2.40,72%,66%,2.7,2025-07-24 10:17:07.375392
Mike Minniger,0-0-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Ikuhisa Minowa,60-42-8,Minowaman,"5'9""",181lbs.,--,Orthodox,"Jan12,1976",0.88,40%,1.66,49%,1.82,41%,5%,1.9,2025-07-24 10:17:07.375392
Carlton Minus,10-3-0 (1 NC),Clutch,"5'10""",170lbs.,"75""",Orthodox,"Apr26,1993",3.50,40%,4.97,50%,0.00,0%,58%,0.0,2025-07-24 10:17:07.375392
Stipe Miocic,20-5-0,,"6'4""",240lbs.,"80""",Orthodox,"Aug19,1982",4.67,52%,4.01,52%,1.74,34%,65%,0.0,2025-07-24 10:17:07.375392
Frank Mir,18-11-0,,"6'3""",264lbs.,"79""",Southpaw,"May24,1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,2025-07-24 10:17:07.375392
Juan Miranda,7-5-0,,--,155lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Mario Miranda,14-7-0,,"6'3""",185lbs.,"74""",Orthodox,"Jul12,1979",1.96,54%,2.46,36%,1.02,60%,54%,0.0,2025-07-24 10:17:07.375392
Vitor Miranda,12-5-0,Lex Luthor,"6'1""",185lbs.,"77""",Orthodox,"Mar10,1979",2.98,45%,2.95,58%,0.95,55%,50%,0.2,2025-07-24 10:17:07.375392
Gabriel Miranda,17-8-0,Fly,"5'11""",145lbs.,"71""",Orthodox,"Mar25,1990",3.23,43%,6.01,37%,4.75,38%,0%,1.9,2025-07-24 10:17:07.375392
Damir Mirenic,9-4-0,Wolf,"6'0""",185lbs.,--,Orthodox,"Aug02,1974",0.84,50%,9.86,35%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Kazuo Misaki,25-11-2 (1 NC),Hitman,"5'8""",183lbs.,--,Orthodox,"Apr25,1976",2.85,40%,2.74,63%,0.72,38%,51%,0.6,2025-07-24 10:17:07.375392
Toby Misech,9-5-0,2 Quick,"5'8""",145lbs.,--,Southpaw,"Mar07,1988",3.27,40%,7.73,46%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Dokonjonosuke Mishima,21-7-2,,"5'7""",155lbs.,--,Southpaw,"Apr19,1972",1.06,41%,1.22,52%,2.47,40%,25%,1.4,2025-07-24 10:17:07.375392
Felix Lee Mitchell,2-7-0,,--,--,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
David Mitchell,22-7-0,Daudi,"6'0""",170lbs.,"75""",Orthodox,"Oct24,1979",1.74,32%,2.06,55%,0.66,50%,29%,2.0,2025-07-24 10:17:07.375392
Danny Mitchell,19-9-1,The Cheesecake Assassin,"6'2""",170lbs.,--,Orthodox,"Aug08,1986",2.53,49%,2.53,52%,0.00,0%,100%,3.0,2025-07-24 10:17:07.375392
Brad Mitchell,4-2-0 (1 NC),,"5'11""",145lbs.,--,,"Oct10,1974",1.15,33%,4.20,52%,0.00,0%,100%,1.9,2025-07-24 10:17:07.375392
Clay Mitchell,1-2-0,,"6'2""",185lbs.,--,,--,1.63,85%,0.00,0%,0.00,0%,100%,4.1,2025-07-24 10:17:07.375392
Bryce Mitchell,17-4-0,Thug Nasty,"5'10""",135lbs.,"70""",Southpaw,"Oct04,1994",2.44,59%,1.64,60%,3.27,36%,33%,1.3,2025-07-24 10:17:07.375392
Maurice Mitchell,11-2-0,The AK Kid,"5'9""",145lbs.,--,Orthodox,"Jun29,1987",3.80,55%,3.54,60%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
Terrence Mitchell,14-4-0,,"5'10""",135lbs.,"74""",Orthodox,"Dec30,1989",2.21,34%,8.85,41%,3.69,50%,0%,0.0,2025-07-24 10:17:07.375392
Roman Mitichyan,8-3-0,,"5'10""",170lbs.,--,Orthodox,"Sep04,1978",0.26,16%,2.70,43%,1.93,100%,25%,1.9,2025-07-24 10:17:07.375392
Matt Mitrione,12-5-0,,"6'3""",265lbs.,"82""",Switch,"Jul15,1978",3.55,50%,2.79,64%,0.00,0%,55%,0.7,2025-07-24 10:17:07.375392
Eiji Mitsuoka,18-9-2,,"5'7""",145lbs.,--,Southpaw,"Jan01,1976",1.49,49%,2.26,45%,2.30,36%,20%,1.6,2025-07-24 10:17:07.375392
Hiromitsu Miura,12-7-0,,"5'9""",170lbs.,"71""",Orthodox,"Sep22,1981",2.12,34%,2.12,58%,2.23,50%,69%,0.6,2025-07-24 10:17:07.375392
